Target,Source
Duskwood Weapon (Standard-Grade),标准品质夕木武器
Duskwood Shield,夕木盾
Duskwood Object (High-Grade),高品质夕木物品
OUTER RIFTS,外层裂隙
Hydra's Bond,多头蛇之连结
Sack of Hyrdra's Teeth,多头蛇利齿棉袋
Hydra Head Club,多头蛇头槌
Dolok Darkfur,多洛克·暗皮
Maestro's Instrument,大师乐器
Ocean’S Balm,大洋药膏
MAELSTROM,大漩涡
Marble,大理石
THE VOID,大虚空
Angelic Vessel,天使降临赋礼
Heaven's Grace,天堂之美赋礼
Nature’s Precision,天然精准
Sun Goggles,太阳镜
Failed Prophet,失败先知
Wondrous Figurine,奇妙雕像
Wondrous Figurine (Stuffed Fox),奇妙雕像（毛绒狐狸）
Nyarlathotep,奈亚拉托提普（伏行混沌）
Neith,奈斯
Nephthys,奈芙蒂斯
Pactmaster’S Grace,契主的恩宠
Phistophilus Fiddle,契约魔的小提琴
Ozranvial,奥兹兰维尔
Oaur-Ooung,奥尔-翁
Olheon,奥尔赫翁
Greater Arcane Standard,高等奥法旗帜
Aroden,奥罗登
Staff Of The Arcane Might,奥能法杖
Staff Of The Arcane Might (Major),上等奥能法杖
Staff Of The Arcane Might (Greater),高等奥能法杖
Onos,奥诺斯
Aonaurious,奥诺瑞厄斯
Make’Em Sweat,如坐针毡
Anylength Rope,如意绳
Sprite Apple,妖精果
Faerie Dragon Liqueur,妖精龙利口酒
Nyctessa's Staff,妮克泰莎之杖
Sisterstone Object (Low-Grade),低品质姐妹石物品
Sisterstone Armor,姐妹石护甲
Sisterstone Armor (Low-Grade),低品质姐妹石护甲
Sisterstone Armor (Standard-Grade),标准品质姐妹石护甲
Sisterstone Armor (High-Grade),高品质姐妹石护甲
Sisterstone Object (Standard-Grade),标准品质姐妹石物品
Sisterstone Weapon,姐妹石武器
Sisterstone Weapon (Low-Grade),低品质姐妹石武器
Sisterstone Weapon (Standard-Grade),标准品质姐妹石武器
Sisterstone Weapon (High-Grade),高品质姐妹石武器
Sisterstone Object (High-Grade),高品质姐妹石物品
Surprise Doll,惊喜娃娃
Exquisite Surprise Doll,精致的惊喜娃娃
Tenderizer Grenade,嫩肉手雷
Major Tenderizer Grenade,上等嫩肉手雷
Moderate Tenderizer Grenade,中等嫩肉手雷
Lesser Tenderizer Grenade,次等嫩肉手雷
Greater Tenderizer Grenade,高等嫩肉手雷
Sprout Ally,嫩芽盟友赋礼
Transmuting Ingot,嬗变锭块
Cold Iron Transmuting Ingot,寒铁嬗变锭块
Adamantine Transmuting Ingot,精金嬗变锭块
Silver Transmuting Ingot,银质嬗变锭块
Encompassing Darkness,存物于影赋礼
Scholarly Journal (Compendium),学术期刊集
Nin,宁
Serene Mutagen,宁静突变药剂
Major Guardian Staff,上等守卫法杖
Greater Guardian Staff,高等守卫法杖
Special Senticel Technique,守护魔技专攻
Eyes Of The Moonwarden,守月人之眼
Moonkeep Flowers,守月花
Moonkeep Orchid,守月花（守月兰）
Moonkeep Lily,守月花（守月百合）
Moonkeep Hyacinth,守月花（守月风信子）
Major Banner of the Restful,上等安眠之旗
Greater Banner of the Restful,高等安眠之旗
Perfection’s Path,完美道途
Edifice,宏伟（特征）
Genealogy Mask,宗谱面具
Tangibility Resonator,实体共鸣器
Major Tangibility Resonator,上等实体共鸣器
Moderate Tangibility Resonator,中等实体共鸣器
Lesser Tangibility Resonator,次等实体共鸣器
Sword of Anathema,审判咒刃
Judgement Thurible,审判香炉
Judgement Thurible (Major),上等审判香炉
Judgement Thurible (Greater),高等审判香炉
Srikalis，Sritaming，and Sribaril,室利迦梨，室利都明和室利钵利
Tattletale Orb,密告者水晶球
Winter’s Clutch,寒冬之握
Cold Iron Object (Low-Grade),低品质寒铁物品
Cold Iron Armor,寒铁护甲
Cold Iron Armor (Standard-Grade),标准品质寒铁护甲
Cold Iron Object (Standard-Grade),标准品质寒铁物品
Cold Iron Weapon,寒铁武器
Cold Iron Blanch,寒铁浆
Cold Iron Shield,寒铁盾
Cold Iron Object (High-Grade),高品质寒铁物品
Bonechill,寒骨症
Conductor’S Redirection,导体导流
Sealing Chest,封印之箱
Bombard,射石炮
Little Helper,小小帮手赋礼
Wheat,小麦
Screaming Pinion,尖啸翎羽枪
Fantooth School,尖牙鱼群
Dust Bunny,尘兔（魔宠）
Yrmidar,尤米达尔
Unfolding Tree House,展开树屋
Wand of Hawthorn,山楂魔杖
Wand of Hawthorn (2nd-Level Spell),山楂魔杖（2环）
Wand of Hawthorn (4th-Level Spell),山楂魔杖（4环）
Wand of Hawthorn (6th-Level Spell),山楂魔杖（6环）
Wand of Hawthorn (8th-Level Spell),山楂魔杖（8环）
Orichalcum Armor,山铜护甲
Orichalcum Weapon,山铜武器
Orichalcum Weapon (High-Grade),高品质山铜武器
Orichalcum Shield,山铜盾
Orichalcum Object (High-Grade),高品质山铜物品
Tempest Cloud’s Speed,岚云之速
Cracked Earth,崩坏大地
Tolte Coatl,工匠羽蛇
Crafter’s Appraisal,工匠评估
Silvertongue Mutagen,巧舌突变药剂
Juggernaut’s Fortitude,巨像强韧
Trump of the Oliphaunt,巨象之号
Breath of Dragons,巨龙吐息赋礼
Dragon Strike,巨龙打击赋礼
Draconic Ascendance,巨龙飞升赋礼
Lich Phylactery,巫妖命匣
Ring of Wizardry,巫术戒指
Witchwarg Elixir,巫狼灵药
Bacallia,巴卡利亚兽
Bharnarol,巴尔纳罗
Market,市场（特征）
Municipal,市政建筑（特征）
Cloth (Linen),布匹（亚麻布）
Cloth (Cotton),布匹（棉布）
Cloth (Wool Cloth;1 square yard),布匹（羊毛布（1平码））
Cloth (wool cloth;1 Bulk),布匹（羊毛布（1负载））
Shivaska,希瓦斯卡
Tent,帐篷
Pavnuri,帕夫努里
Side By Side,并肩作战（德鲁伊）
Dreamlands,幻梦境
Wooden Nickle,幻觉木钱
Wand of Teeming Ghosts,幽灵缠身魔杖
Patron’s Whisper,庇护主低语
Patron’s Glamour,庇护主魅力
Potion of Annulment,废止药水
Cong,康
Wand of Widening,延拓魔杖
Wand of Continuation,延时魔杖
Fascinating,引人入胜赋礼
Gravitational Flux,引力流变弹
Phlegyas,弗莱吉亚斯
Ballista,弩炮
Bendy-Arm Mutagen,弯曲之臂突变药剂
Slingshot Manuever,弹射机动
Mat Of Resilence,弹性地垫
Greater Mat Of Resilence,高等弹性地垫
Munition Machinist,弹药工匠
Enforced Hospitality,强制问候
Enhanced Hearing Aid,强化助听器
Reinforcing,强固
Acid Flask,强酸瓶
Colorful Coating,彩色涂层
Rainbow Vinegar,彩虹醋
Shadow Sigent,影玺
NETHERWORLD,影界
"Shadowed Scale, the Jungle Secret",影鳞，丛林之谜
Watch of Lost Ages,往日怀表
Shroud of The Afterlife,往生尸衣赋礼
Microgravity,微重力（特征）
Dramindyr,德拉明迪尔
Druid’S Crown,德鲁伊之冠
Inner Fire,心火（武僧）
Mind’S Light Circlet,心灵之光头环
Mental Bastion,心灵堡垒赋礼
Heartmoss,心苔
Major Heartmoss,上等心苔
Greater Heartmoss,高等心苔
Major Mitigation Mail,上等快反链甲
Greater Mitigation Mail,高等快反链甲
Greater Skittering Mask,高等快移面具
Quickmelt Slick,快速解冻油
Telekinetic Converter,念动转换器
Raja-Kroodha,忿怒罗刹
Skeptic's Elixir,怀疑者灵药
Theft of Thought,思维窃取
mistress of the stars and the mysterious light of the aurora,繁星与极光女士
Hammer and Tongs: The Forging of Metal and Other Good Works,《锤与钳：金属与其他制品的铸造》
"Princes of Darkness: Book of the Damned, Vol. 1.",《永罪之书卷1：黑暗诸侯》
Executive Consul of Andoren People's Council,安多安人民议会执行领事会
Supreme Elect of the Free Peoples of Andoran,安多安自由人民的最高民选官
Bearer of the Shattered Shield of Arnisant,阿尼萨恩特碎盾持有者
Imperial Ministry of Historical Accuracy,帝国历史校准部
The Majestic Book of the Prime Ascended,《登神者大典》
The Eldritch Order of the Palatine Eye,圣眼秘修会
Chairman of the Revolutionary Council,革命委员会主席
His Excellency Codwin I of Augustana,奥古斯塔娜的克德温一世阁下
"d4, d6, d8, d10, d12, d20, and d100","d4, d6, d8, d10, d12, d20,和d100"
Egorian Academy of the Magical Arts,艾格利安魔法艺术学院
The Feasting Hall of Cayden Cailean,凯登·凯利恩的宴会厅
Guardian Tower of the Golden Aerie,金巢防卫塔
The palace of the People's Council,国民议会厅
High Strategos Maxillar Pythareus,至高将军马克西勒·法撒琉斯
Protectorate of the Black Marquis,黑暗侯爵保护领
Chaplain-Major Gardel Vargrinnar,随军牧师长加德尔·瓦格林纳尔
Character Traits Web Enhancement,《角色背景网络增强版》
Immortal Principality of Ustalav,永存的乌斯塔拉夫公国
Sisterhood of the Golden Erinyes,黄金欲魔姊妹会
Speaker of the Council of Elders,长老会发言人
The Pure Temple of the Maharajah,大君的洁净神庙
Cauldron of Overwhelming Allies,海量盟友坩埚
City at the Center of the World,世界中心城
Cookbook of Arcane Augmentation,奥术强化食谱
Dirge of the Victorious Knights,胜利骑士的挽歌
Egorian Academy infernal binder,艾格利安学院炼狱束缚者
Financial district of Alkenstar,阿肯斯塔的金融区
Hymns to the Wind and the Waves,《风澜谣》
Lady Darchana of House Madinani,玛蒂娜妮家族的妲查娜女士
Master of the Final Incantation,终极咒语大师
The Tale of the Deathless Frost,《不死冰霜传奇》
dragging objects and creatures,拖拽物体和生物
Free Captains of the Shackles,镣铐群岛的自由船长
Bronze Aspis Consortium agents,青铜盾徽特工
dark druid Eloiander of Ridwan,瑞德旺的黑暗德鲁伊艾罗安德
Head Preceptor Zenovia Kseniya,校长泽诺维亚·克谢妮娅
Primarch-in-Waiting of Absalom,艾巴萨罗姆议长候补
Second Egorian Royal Engineers,第二艾格利安皇家工兵团
Silver Aspis Consortium agents,白银盾徽特工
Subjective Directional Gravity,主观指向重力
Archive of Redacted Histories,修订历史档案馆
Bloody Tears and Jagged Smile,血泪与利齿狞笑
Book of One Thousand Whispers,千语之书
Circle of Twice-Honored Women,双倍荣耀女士群像
Glorious Reclamation chaplain,光复骑士团随军牧师
Monastery of Unblinking Flame,不动之燄修道院
Objective Directional Gravity,目标指向重力
Sincomakti School of Sciences,圣寇马帝科学学院
Snowshoes of Northern Pursuit,北地追踪靴
Temple of the Eternal Obelisk,永恒方尖碑神殿
automatic writing planchette,扶乩助写板
"Bitch-Queen of 1,000 Sorrows",千恸狼后
Blessing of Courage and Life,生命和勇气祝福
"Cheliax, The Infernal Empire",《切利亚斯，炼狱帝国》
Gold Aspis Consortium agents,黄金盾徽特工
Golden Glory of the Lawgiver,律法制定者的黄金荣耀教堂
Habit of the winter explorer,冬季探险家外衣
"Karas ""the Falcon"" Novotnian",「猎隼」卡拉斯·诺沃特尼安
"Lesheir ""The Spear"" Remsaine",「尖矛」莱谢尔·雷姆赛恩
Monastery of Untwisting Iron,不屈之鐡修道院
Pactbroker Hashim ibn Sayyid,契约掮客哈希姆·伊布·扎伊尔德
Pharaoh of Forgotten Plagues,被遗忘的瘟疫法老
Shattered Shield of Arnisant,阿尼萨恩特碎盾
The Ballad of the Bellflower,铃花之歌
The Birth of Light and Truth,《光明与真实之初》
The Prophecies of Kalistrade,《卡利斯拉德预言》
"traveling undercover scouts,",旅行的秘密寻访者
Realms of the Mammoth Lords,猛犸诸王国度
Archduchy of the Heartlands,中心地大公爵领
brotherhood of silent monks,寂静僧侣兄弟会
Cathedral of Sancta Iomedae,圣艾奥梅黛大教堂
Challenge of Sky and Heaven,诸天涅槃战
Children of the Upper Reach,上游之子
Deeptreasure Mining Company,深宝矿业公司
Elemental and Energy Traits,元素和能量特性
Grand Duchess Trietta Ricia,女大公 崔莉塔·瑞希亚
Green Blood on a Black Rock,黑石绿血战
Grigori Yefimovich Rasputin,格里戈里·叶菲莫维奇·拉斯普京
Hakim Khalid Suleiman XXIII,哈基姆·哈立德·苏莱曼23世
Immortal Suzerainty of Ning,不朽的宗国「宁」
King-Regent Noleski Surtova,摄政王诺莱斯基·索托瓦
Longacre Historical Society,长野镇历史协会
Lord of Filth and Pollution,污染和秽物之主
"Mammoth Lords, Realm of the",猛犸象大王之国
Mistress of the Hungry Moon,皓月夫人
Monastery of Unfolding Wind,不止之风修道院
Prince of the Blasted Heath,枯楠亲王
Seventh Army of Exploration,第七探索军团
Sign of the Seeker's Spiral,探寻者的螺旋印记
Temple of the Ravenous Moon,饕月神殿
Temple of the Redeeming Sun,救赎之阳神庙
temples to the Last Azlanti,最后的阿兹兰特人神殿
The Ballad of Prince Zhakar,扎克尔王子的挽歌
The Ossuaries of the Fallen,逝者骨库
The Record of Truan Iolavai,特鲁安·艾奥拉维尼游记
Lands of the Linnorm Kings,蛇龙诸王之地
Braid of a Hundred Masters,千宗鞭
Castellan of the Bandeshar,班德夏尔之主
Chronicle of the Righteous,《正义编年史》
Classic Monsters Revisited,《经典怪物再临》
decanters of endless water,无尽水源
Demibaroness Helia Belunne,次等女男爵赫莉亚·贝鲁恩
Eternal Monarch of Cheliax,切利亚斯永恒的君主
Graceful Goose Haberdasher,美鹅服装店
Greater Rejuvenate Eidolon,高等幻灵治愈术
Harrow Deck of Many Things,万象无常哈罗牌组
Heralds of Summer's Return,夏日归来先驱者
Hundred Halberd Consortium,百戟财团
magical network of aiudara,魔法网络艾悠达拉
Order of the Poisoned Fang,毒牙修道会
Palace of the Brumal Lords,荒冬之主的宫殿
Palace of the Forthbringer,领路者宫
Prince Aduard Ordranti III,阿杜拉德·奥德兰提三世
Quicken Spell-Like Ability,瞬发类法术能力
Second Army of Exploration,第二探索军团
Second Battle of Encarthan,第二次恩卡坦会战
Solemn Sky Duel of Masters,圣天诸师比斗会
Templars of the Five Winds,五风使
Temple of the Shining Star,耀星寺
The Bones Land in a Spiral,《漩涡骨地》
The City of Wooden Palaces,木宫之城
The Council of Sun and Sky,阳穹议会
The Temples of Pharaoh Ahn,法老安的神庙
Tomb of the Thousand Tusks,千牙墓穴
Victory of the Hellknights,地狱骑士的胜利
"Yaalagaal, Eater of Hearts",「食心者」亚拉加尔
Ivaneshko Lie-on-the-Stove,「卧炉」伊万涅什科
Padishah Empire of Kelesh,珂莱士的帕迪莎帝国
Battle of a Hundred Kings,百王战争
Battle of Deadeye's Gulch,猎手谷之战
Black Triune of Pangolais,帕格莱斯的黑三角
boreal creature template,寒带生物模板
Cassock of the Black Monk,黑教士法衣
Cathedral of Epiphenomena,万疫大教堂
"Cheliax, Empire of Devils",《切利亚斯，魔鬼帝国》
Classic Horrors Revisited,《经典恐怖再临》
Council of Three and Nine,三九议会
Courtaud's ruling council,寇塔德的统治议会
Crown of Infernal Majesty,炼狱皇冠
Duchess Svetochka Elvanna,女公爵斯维托奇卡·艾尔瓦娜
Exotic Weapon Proficiency,擅长异种武器
Fifth Army of Exploration,第五探索军团
First Army of Exploration,第一探索军团
Fouth Army of Exploration,第四探索军团
General Fyodor Yelizaveta,费奥多尔·伊莉莎薇塔将军
Grand Chronicler's Circle,大书记环路
Grand Duchy's gunmarshals,大公国的火枪手总部
Haeringar the Everlasting,「不死的」海林加
Healthy Heart Alchemicals,有益身心炼金店
"Hollis ""Evil Grin"" Thorne",“奸笑者”霍林斯·索恩
"Infernal Healing, Greater",高等炼狱治疗
kingdom of the impossible,不可思议之国
Lord Avid of House Arnsen,阿姆森家的阿维德大人
Lord Commander Prvan Oryo,总指挥官普瑞万·奥瑞欧
Magic Circle Against Evil,反邪恶法阵
Nine Wonders Conglomerate,九大奇迹集团
Savage Mistress of Beasts,猛兽主母
Sixth Army of Exploration,第六探索军团
Slave Trenches of Hakotep,哈克泰普的奴隶壕
Stepped Tower of Djedefar,德耶德法梯塔
The Kalistocracy of Druma,杜鲁玛教权国
Third Army of Exploration,第三探索军团
Way of Transcendent Bliss,超凡极乐之道
drowning and suffocating,溺水和窒息
Basilica of the Last Man,最后之人大教堂
Battle of Reymon’s Field,雷蒙之战
black market connections,黑市客户
Boot of the Winter Jarl,冬日领主之靴
Citadel of the Alchemist,炼金术师堡
Colonel Holgr Yelizaveta,霍尔格·伊莉莎薇塔上校
Council of Enlightenment,启迪议会
Curse of the Winterthorn,冬棘诅咒
Day of Silenced Whispers,默语禁声日
Diravae the Gold Drinker,「饮金者」迪拉韦
Echoes of the World-Name,世界之名的回响
Emperor of the Mountains,山脉之皇
